SYMBOL,NAME,WHITEPAPER
DBET,DecentBet,https://s3.amazonaws.com/cryptocurrency-whitepapers/DecentBet.pdf
DCR,Decred,https://s3.amazonaws.com/cryptocurrency-whitepapers/Decred.pdf
DENT,Dent,https://s3.amazonaws.com/cryptocurrency-whitepapers/Dent.pdf
DFN,DFINITY,https://s3.amazonaws.com/cryptocurrency-whitepapers/DFINITY.pdf
DOCK,Dock,https://s3.amazonaws.com/cryptocurrency-whitepapers/Dock.pdf
DOT,Polkadot,https://s3.amazonaws.com/cryptocurrency-whitepapers/Polkadot.pdf
DTA,DATA,https://s3.amazonaws.com/cryptocurrency-whitepapers/DATA.pdf
DTR,Dynamic Trading Rights,https://s3.amazonaws.com/cryptocurrency-whitepapers/Dynamic%20Trading%20Rights.pdf
ECA,Electra,https://s3.amazonaws.com/cryptocurrency-whitepapers/Electra.pdf
EDG,Edgeless,https://s3.amazonaws.com/cryptocurrency-whitepapers/Edgeless.pdf
EOS,EOS,https://s3.amazonaws.com/cryptocurrency-whitepapers/EOS.pdf
ETH,Ethereum,https://s3.amazonaws.com/cryptocurrency-whitepapers/Ethereum.pdf
EVX,Everex,https://s3.amazonaws.com/cryptocurrency-whitepapers/Everex.pdf
FCT,Factom,https://s3.amazonaws.com/cryptocurrency-whitepapers/Factom.pdf
FSN,Fusion,https://s3.amazonaws.com/cryptocurrency-whitepapers/Fusion.pdf
GNX,Genaro Network,https://s3.amazonaws.com/cryptocurrency-whitepapers/Genaro%20Network.pdf
GRID,Grid+,https://s3.amazonaws.com/cryptocurrency-whitepapers/Grid%2B.pdf
GUP,Matchpool,https://s3.amazonaws.com/cryptocurrency-whitepapers/Matchpool.pdf
GXS,GXChain,https://s3.amazonaws.com/cryptocurrency-whitepapers/GXChain.pdf
IHT,IHT Real Estate Protocol,https://s3.amazonaws.com/cryptocurrency-whitepapers/IHT%20Real%20Estate%20Protocol.pdf
ION,Ionomy,https://s3.amazonaws.com/cryptocurrency-whitepapers/Ionomy.pdf
IOST,IOStoken,https://s3.amazonaws.com/cryptocurrency-whitepapers/IOStoken.pdf
KICK,KickCoin,https://s3.amazonaws.com/cryptocurrency-whitepapers/KickCoin.pdf
LEND,ETHLend,https://s3.amazonaws.com/cryptocurrency-whitepapers/ETHLend.pdf
LINK,ChainLink,https://s3.amazonaws.com/cryptocurrency-whitepapers/ChainLink.pdf
LRC,Loopring,https://s3.amazonaws.com/cryptocurrency-whitepapers/Loopring.pdf
LSK,Lisk,https://s3.amazonaws.com/cryptocurrency-whitepapers/Lisk.pdf
MAID,MaidSafe,https://s3.amazonaws.com/cryptocurrency-whitepapers/MaidSafe.pdf
MER,Mercury,https://s3.amazonaws.com/cryptocurrency-whitepapers/Mercury.pdf
MKR,Maker,https://s3.amazonaws.com/cryptocurrency-whitepapers/Maker.pdf
MOBI,Mobius,https://s3.amazonaws.com/cryptocurrency-whitepapers/Mobius.pdf
MOD,Modum,https://s3.amazonaws.com/cryptocurrency-whitepapers/Modum.pdf
MORPH,Morpheus Network,https://s3.amazonaws.com/cryptocurrency-whitepapers/Morpheus%20Network.pdf
NANO,Nano,https://s3.amazonaws.com/cryptocurrency-whitepapers/Nano.pdf
NAV,NavCoin,https://s3.amazonaws.com/cryptocurrency-whitepapers/NavCoin.pdf
NEO,NEO,https://s3.amazonaws.com/cryptocurrency-whitepapers/NEO.pdf
NGC,Naga,https://s3.amazonaws.com/cryptocurrency-whitepapers/Naga.pdf
NKC,Nework,https://s3.amazonaws.com/cryptocurrency-whitepapers/Nework.pdf
NMR,Numeraire,https://s3.amazonaws.com/cryptocurrency-whitepapers/Numeraire.pdf
OST,Simple Token,https://s3.amazonaws.com/cryptocurrency-whitepapers/Simple%20Token.pdf
POA,POA Network,https://s3.amazonaws.com/cryptocurrency-whitepapers/POA%20Network.pdf
POLY,Polymath,https://s3.amazonaws.com/cryptocurrency-whitepapers/Polymath.pdf
QASH,Qash,https://s3.amazonaws.com/cryptocurrency-whitepapers/Qash.pdf
QBT,Qbao,https://s3.amazonaws.com/cryptocurrency-whitepapers/Qbao.pdf
QSP,Quantstamp,https://s3.amazonaws.com/cryptocurrency-whitepapers/Quantstamp.pdf
RFR,Refereum,https://s3.amazonaws.com/cryptocurrency-whitepapers/Refereum.pdf
RUFF,Ruff,https://s3.amazonaws.com/cryptocurrency-whitepapers/Ruff.pdf
SNM,SONM,https://s3.amazonaws.com/cryptocurrency-whitepapers/SONM.pdf
SPC,SpaceChain,https://s3.amazonaws.com/cryptocurrency-whitepapers/SpaceChain.pdf
SPHTX,SophiaTX,https://s3.amazonaws.com/cryptocurrency-whitepapers/SophiaTX.pdf
SWFTC,SwftCoin,https://s3.amazonaws.com/cryptocurrency-whitepapers/SwftCoin.pdf
TEN,Tokenomy,https://s3.amazonaws.com/cryptocurrency-whitepapers/Tokenomy.pdf
TKY,THEKEY,https://s3.amazonaws.com/cryptocurrency-whitepapers/THEKEY.pdf
TRX,TRON,https://s3.amazonaws.com/cryptocurrency-whitepapers/TRON.pdf
TSL,Energo,https://s3.amazonaws.com/cryptocurrency-whitepapers/Energo.pdf
UBT,Unibright,https://s3.amazonaws.com/cryptocurrency-whitepapers/Unibright.pdf
USDT,Tether,https://s3.amazonaws.com/cryptocurrency-whitepapers/Tether.pdf
VEN,VeChain,https://s3.amazonaws.com/cryptocurrency-whitepapers/VeChain.pdf
VIA,Viacoin,https://s3.amazonaws.com/cryptocurrency-whitepapers/Viacoin.pdf
WPR,WePower,https://s3.amazonaws.com/cryptocurrency-whitepapers/WePower.pdf
XAS,Asch,https://s3.amazonaws.com/cryptocurrency-whitepapers/Asch.pdf
XCP,Counterparty,https://s3.amazonaws.com/cryptocurrency-whitepapers/Counterparty.pdf
XDCE,XinFin Coin,https://s3.amazonaws.com/cryptocurrency-whitepapers/XinFin%20Coin.pdf
XIN,Mixin,https://s3.amazonaws.com/cryptocurrency-whitepapers/Mixin.pdf
XWC,WhiteCoin,https://s3.amazonaws.com/cryptocurrency-whitepapers/WhiteCoin.pdf
YOYOW,YOYOW,https://s3.amazonaws.com/cryptocurrency-whitepapers/YOYOW.pdf
ZCL,ZClassic,https://s3.amazonaws.com/cryptocurrency-whitepapers/ZClassic.pdf
GAS,Gas,https://s3.amazonaws.com/cryptocurrency-whitepapers/NEO.pdf
DDD,Scry.info,null
XES,Proxeus,null
LBC,LBRY Credits,null
MUSE,MUSE,null
RDN,Raiden Network,null
EMC2,Einsteinium,null
EOSDAC,eosDAC,null
FTC,Feathercoin,null
MONA,MonaCoin,null
NMC,Namecoin,null
SMART,SmartCash,null
UNO,Unobtanium,null
VERI,Veritaseum,null
LOOM,Loom Network,null
DGB,DigiByte,null
DOGE,Dogecoin,null
COB,Cobinhood,null
GTC,Game.com,null
HT,Huobi Token,null
PEPECASH,Pepe Cash,null
SAFEX,Safe Exchange Coin,null
SLS,SaluS,null
TIO,Trade Token,null
TUSD,TrueUSD,null
BITCNY,bitCNY,null
EKT,EDUCare,null
LCC,LitecoinCash,null
LTC,Litecoin,null
BCD,Bitcoin Diamond,null
BCH,Bitcoin Cash,null
ALI,AiLink Token,http://ailink.in/AiLink_whitepaper.pdf
FYN,FundYourselfNow,http://crowdsale.fundyourselfnow.com/wp-content/uploads/2017/04/FYN-Business_Outline-2017.pdf
TRIO,Tripio,http://d.trip.io/wp/Tripio_Whitepaper_CN.pdf
TAC,Traceability Chain,http://dl.tacblock.com/Traceability_Chain_Whitepaper.pdf
ENT,ENTCash,http://entcash.com/themes/en/dist/pdf/ENT%20white%20paper.pdf
HIT,HitChain,http://hitchain.org/pdf/HitChain-Whitepaper-en.pdf
ING,Iungo,http://iungo.network/wp-content/uploads/2018/09/IUNGO-whitepaper-V1_3.pdf
OF,OFCOIN,http://ofbank.com/static/pdf/ofbank.pdf
SSS,Sharechain,http://sc.gxshares.com/sharechain/ShareChainWhitePaperEnglish.pdf
TV,Ti-Value,http://t.top/file/white-paperV2.0.pdf
VLC,ValueChain,http://valuechain.biz/ValueChain_Whitebook_v.02.pdf
DPN,DIPNET,http://www.dip.network/statics/images/dipnet/tpyrced_en.pdf
EJOY,EJOY,http://www.ejoy.world/white.pdf
INC,Influence Chain,http://www.influencechain.org/upload/whitepaper/Influence_Chain_EN.pdf
INSUR,InsurChain,http://www.insurchain.org/InsurChain-WhitePaper.pdf
KAN,BitKan,http://www.kan.land/static/whitepaper.pdf
MESSE,MESSE TOKEN,http://www.messe.ws/m/english.pdf
MOF,Molecular Future,http://www.molecular.cc/ico/Molecular%20Future_BP-EN.pdf
CHAT,ChatCoin,http://www.openchat.co/whitepaper/OpenChat_en.pdf
YEE,YEE,http://www.yeefoundation.com/yee/white-paper/white-paper-en-V1.0.6.pdf
AAC,Acute Angle Cloud,https://aacdn.3jiaoxing.com/doc/AcuteAngleCloud%2012.14_z_en.pdf
LATX,LatiumX,https://about.latium.org/assets/attachments/whitepaper.pdf
AAA,Abulaba,https://abulaba.co/ABULABA-whitepapper.pdf
ADB,adbank,https://adbank.network/Whitepaper_AdBank2017.pdf
ADH,AdHive,https://adhive.tv/Adhive_whitepaper.pdf
ABL,Airbloc,https://airbloc.org/Airbloc_whitepaper_en_v1.pdf
AIR,AirToken,https://airfox.com/uploads/Spotting_Whitepaper.pdf
APH,Aphelion,https://aphelion.org/website/aphelion/upload/custom/files/aphelion-german-whitepaper.pdf
XUC,Exchange Union,https://api.exchangeunion.com/pdf/en/ExchangeUnion-WhitePaper.pdf
ARCT,ArbitrageCT,https://arbitragect.com/arbitragect_wp_en.pdf
ATB,ATBCoin,https://atbcoin.com/docs/ATBCoin_WhitePapper_EN.pdf
ATL,ATLANT,https://atlant.io/static/docs/Atlant_WP_publish.pdf
ATS,Authorship,https://authorship.com/Authorship-White-Paper.pdf
NIO,Autonio,https://auton.io/uploads/Autonio_Whitepaper_v2.0.pdf
AVT,Aventus,https://aventus.io/doc/whitepaper.pdf
BBC,TraDove B2BCoin,https://bbcoin.tradove.com/doc/TraDove%20Global%20B2B%20Token%20Offering%20White%20Paper.pdf
BETR,BetterBetting,https://betr.org/whitepaper-nov17.pdf
BEZ,Bezop,https://bezop.io/public/paper/whitepaper.pdf
DMD,Diamond,https://bit.diamonds/DMD_WP.pdf
BEN,BitCoen,https://bitcoen.io/Whitepaper.pdf
STU,bitJob,https://bitjob.io/wp-content/uploads/2018/09/BitJobwhitepaper-final1.pdf
BTW,BitWhite,https://bitwhite.org/doc/BTW-WP-en.pdf
TIX,Blocktix,https://blocktix.io/public/doc/blocktix-wp-draft.pdf
BUBO,Budbo,https://budbo.io/budbo-whitepaper.pdf
IOV,Carlive Chain,https://carlive.io/wp/CarLive%20Chain%20WhitePaper-EN-pubic.pdf?v=20180529
BZNT,Bezant,https://cdn.bezant.io/bezant/Bezant_WP.pdf
CAPP,Cappasity,https://cdn.cappasity.com/whitepaper/cappasity_wp_us_7.6.pdf
LA,LATOKEN,https://cdn.latoken.com/common/files/whitepaper/latoken-whitepaper-en.pdf
BERRY,Rentberry,https://cdn.rentberry.com/ico/downloads/Rentberry_Whitepaper_en.pdf
VTHO,VeThor Token,https://cdn.vechain.com/vechainthor_development_plan_and_whitepaper_en_v1.0.pdf
VET,VeChain,https://cdn.vechain.com/vechainthor_development_plan_and_whitepaper_en_v1.0.pdf
CFUN,CFun,https://cfunproject.com/whitepaper/download/CFunWHITEPAPER_EN.pdf
DAY,Chronologic,https://chronologic.network/uploads/Chronologic_Whitepaper.pdf
XCLR,ClearCoin,https://clearcoin.co/wp-content/uploads/2018/01/ClearCoin-1-23.pdf
CLN,Colu Local Network,https://cln.network/wp-content/uploads/pdf/cln_whitepaper.pdf
CNN,Content Neutrality Network,https://cnntoken.io/files/CNN_Whitepaper_en.pdf?v=1
TUBE,BitTube,https://coin.bit.tube/whitepaper.pdf
CBC,CashBet Coin,https://coin.cashbet.com/wp-content/uploads/2018/04/CashBet-Whitepaper-v3.5.pdf
CHP,CoinPoker,https://coinpoker.com/downloads/coinpoker-whitepaper.pdf
SEN,Consensus,https://consensus.ai/whitepaper.pdf
BOX,ContentBox,https://contentbox.one/wp.pdf
COSM,Cosmo Coin,https://cosmochain.io/whitepaper/Cosmochain_Whitepaper(V1.0)_EN.pdf
COV,Covesting,https://covesting.io/static/Covesting_White_Paper.pdf
DICE,Etheroll,https://crowdfund.etheroll.com/etheroll-whitepaper.pdf
DEB,Debitum,https://crowdsale.debitum.network/assets/files/Debitum-White-Paper.pdf
EKO,EchoLink,https://cryptorating.eu/whitepapers/EchoLink/EchoLink_github.pdf
CVCOIN,CVCoin,https://crypviser.network/files/CrypViser_Whitepaper_v.1.2.pdf
AUTO,Cube,https://cubeint.io/CUBEWhite_Paper-V1.3.pdf
CCL,CYCLEAN,https://d3a0tayilhc96r.cloudfront.net/WHITEPAPER_CYCLEAN.pdf
RATING,DPRating,https://darpalrating-northeast-cdn.s3.amazonaws.com/token/Whitepaper-en-0.7.pdf?v0.0.1
DCC,Distributed Credit Chain,https://dcc.finance/file/DCCwhitepaper.pdf
DTH,Dether,https://dether.io/dether-whitepaper.pdf
DGX,Digix Gold Token,https://digix.global/whitepaper.pdf
AUC,Auctus,https://dl.auctus.org/Auctus_Whitepaper.pdf
DOV,Dovu,https://dovu.io/whitepaper.pdf
REM,Remme,https://drive.google.com/file/d/0B1jTRGmj_3khUV9RTERnYzNvaE0/view
OPEN,Open Platform,https://drive.google.com/file/d/0B7ljBZOyjFLkYi0teUN6T3NweU1FUjVnaUVVc2M2SXE2UTI0/view
BAS,BitAsean,https://drive.google.com/file/d/0BwXAiJjk5CQhSU5HZGlkRk9iajg/view
EGC,EverGreenCoin,https://drive.google.com/file/d/1Fkhu1uVkjKx8HPBYEOCf6bkHFKYUdznd/view
LDC,Leadcoin,https://drive.google.com/file/d/1YlZhHsvHuD0K0XRDz_W1M6xdhLvSZPcx/view
DX,DxChain Token,https://dxchain.com/static/assets/docs/DxChain-Whitepaper.pdf
EBST,eBoost,https://eboost.fun/wp-content/uploads/2018/09/eBoost-Whitepaper.pdf
LEDU,Education Ecosystem,https://education-ecosystem.com/static/docs/Education-Ecosystem-White-Paper.pdf
EGT,Egretia,https://egretia.io/static/Egretia_White_Paper_EN_V1.1.pdf
ENGT,Engagement Token,https://engagementtoken.com/Whitepaper.pdf
ERT,Eristica,https://eristica.com/wp/wp_en.pdf
ERO,Eroscoin,https://eroscoin.org/whitepaper.pdf
ESS,Essentia,https://essentia.one/whitepaper_draft.pdf
EBET,EthBet,https://ethbet.io/whitepaper.pdf
ECH,Etherecash,https://etherecash.io/whitepaper/White%20Paper%20V2.0.pdf
FTM,Fantom,https://fantom.foundation/wp-content/uploads/2018/08/Fantom_WhitePaper_English_Latest.pdf
BPT,Blockport,https://files.blockport.io/file/whitepaper.pdf
CPAY,Cryptopay,https://files.cryptopay.me/share/ico_cpay_wp.pdf
MYB,MyBit Token,https://files.mybit.io/files/MyBit_Whitepaper_v3.0.0.pdf
FYP,FlypMe,https://flyp.me/whitepaper.pdf
FLDC,FoldingCoin,https://foldingcoin.net/images/Whitepapers/Folding%20Coin%20White%20Paper%20v2.1.pdf
FDZ,Friendz,https://friendz.io/file/whitepaper_icofriendz.pdf
CAG,Change,https://getchange.com/Whitepaper.pdf
DAG,Constellation,https://github.com/Constellation-Labs/whitepaper-business/blob/master/Constellation%20Labs%20-%20Business%20Whitepaper%20v1.0.pdf
GLD,GoldCoin,https://github.com/goldcoin/wiki/wiki/GoldCoin-Whitepaper
LRN,Loopring [NEO],https://github.com/Loopring/whitepaper/blob/master/en_whitepaper.pdf
MOAC,MOAC,https://github.com/MOACChain/moac-core/raw/master/doc/MOAC%20-%20White%20Paper_%20v1.0%20-%20050218.pdf
GO,GoChain,https://gochain.io/gochain-whitepaper-v2.1.2.pdf
GOT,GoNetwork,https://gonetwork.co/whitepaper_v2.pdf
GRC,GridCoin,https://gridcoin.us/assets/img/whitepaper.pdf
HKN,Hacken,https://hacken.io/wp-content/uploads/WHITEPAPER_2.0.pdf
GARD,Hashgard,https://hashgard-io.oss-cn-hongkong.aliyuncs.com/overview-us.pdf
HER,HeroNode,https://heronode.io/public/whitepapers/whitepaper_en.pdf
HIRE,HireMatch,https://hirematch.io/docs/hirematch-whitepaper.pdf
HWC,HollyWoodCoin,https://hollywoodcoin.us/components/files/White_Paper_eng.pdf
NAVI,Naviaddress,https://ico.naviaddress.com/wp-content/uploads/2017/11/Naviaddress-Whitepaper-v1.0.pdf
SVD,savedroid,https://ico.savedroid.com/savedroid-ico-whitepaper.pdf
TFD,TE-FOOD,https://ico.tefoodint.com/te-food-white-paper.pdf
TDS,TokenDesk,https://ico.tokendesk.io/docs/Whitepaper.pdf
VIT,Vice Industry Token,https://icorating.com/upload/whitepaper/Mz5EoQm0FpZ2G7CLIntwj89cBT2YimwHY3Ylepva.pdf
IND,Indorse Token,https://indorse.io/static/media/Indorse-Whitepaper-v1.1.a733cc8e.pdf
DIT,Digital Insurance Token,https://inmediate.io/Inmediate_Whitepaper.pdf
J8T,JET8,https://jet8.io/downloads/180404_J8T_Whitepaper_ENG.pdf
KIND,Kind Ads Token,https://kindads.io/Content/kind-ads-whitepaper.pdf
PNK,Kleros,https://kleros.io/assets/whitepaper.pdf
STC,StarChain,https://kp-oss-test.oss-cn-shenzhen.aliyuncs.com/stc/StarChain-White-paper.pdf
LALA,LALA World,https://lalaworld.io/whitepaper.pdf
LEV,Leverj,https://leverj.io/whitepaper.pdf
LOCI,LOCIcoin,https://loci.io/wp-content/uploads/2018/02/loci-full-whitepaper.pdf
LOC,LockTrip,https://locktrip.com/whitepaper_v1.2_t.pdf
MRK,MARK.SPACE,https://mark.space/files/wp/WP_en.pdf
MDT,Measurable Data Token,https://mdt.io/docs/whitepaper.pdf
MVP,Merculet,https://merculet.io/pdf/nav/Merculet_Whitepaper-EN.pdf
MYST,Mysterium,https://mysterium.network/whitepaper.pdf
NAM,NAM COIN,https://namchain.net/whitepaper/EN_whitepaper_20180728134338.pdf
NEU,Neumark,https://neufund.org/cms_resources/whitepaper.pdf
NDC,NEVERDIE,https://neverdie.com/wp/NDC-TPT-ICO-Whitepaper-v-1-eng.pdf
NOAH,Noah Coin,https://noahcoin.org/wp-content/uploads/2018/02/Feb_12_New_UpdateLegal_Disclaimer.pdf
NLC2,NoLimitCoin,https://nolimitcoin.org/NoLimitCoinWhitepaper.pdf
NULS,Nuls,https://nuls.io/api/v1/download/files/papers/white/NulsWhitepaper1.1.pdf
OC,OceanChain,https://oceanchain.club/static/pdf/OceanChainEnglish.pdf
ONL,On.Live,https://on.live/documents/OnLive_Whitepaper.pdf
OLT,OneLedger,https://oneledger.io/whitepaper/oneledger-whitepaper.en.pdf
OXY,Oxycoin,https://oxycoin.io/downloads/oxycoin-whitepaper-2.1.pdf
SHL,Oyster Shell,https://oysterdev.wpengine.com/wp-content/uploads/2018/07/ShellWhitepaper.pdf
PRG,Paragon,https://paragoncoin.com/whitepaper.pdf
PAT,Patron,https://patron-ico.io/doc/patron-wp-en-01-20180423.pdf
PMNT,Paymon,https://paymon.org/assets/main/index/docs/White_Paper_version_2_0_eng.pdf
XNK,Ink Protocol,https://paywithink.com/wp-content/uploads/2018/07/Ink_Protocol_Whitepaper_V9_Listia_Inc.pdf
PCL,Peculium,https://peculium.io/sites/default/files/PDF/White_paper.pdf
SOUL,Phantasma,https://phantasma.io/phantasma_whitepaper.pdf
LUC,Level Up Coin,https://play2live.io/storage/b/2/Whitepaper_eng.pdf
PLU,Pluton,https://plutus.it/public/white-paper.pdf
NCT,PolySwarm,https://polyswarm.io/polyswarm-whitepaper.pdf
PCH,POPCHAIN,https://popchain.org/whitepaper/POPCHAIN_WHITEPAPER_EN.pdf
VOCO,Provoco Token,https://provoco.me/wp-content/uploads/2018/05/whitepaper.pdf
PUT,PutinCoin,https://putincoin.org/putincoin.pdf
RADS,Radium,https://radiumcore.org/wp-content/uploads/2018/06/Radium-Core-White-Paper-REV_060618.pdf
REF,RefToken,https://reftoken.io/uploads/reftoken-whitepaper-5.6.pdf
RPM,Repme,https://repme.io/whitepaper.pdf
MWAT,Restart Energy MWAT,https://restartenergy.io/Restart_Energy_Whitepaper.pdf
ROX,Robotina,https://robotinarox.io/wp-content/uploads/2018/07/Robotina_WP.pdf
GSC,Global Social Chain,https://s3-ap-northeast-1.amazonaws.com/gscmedia/gsc_whitepaper_en.pdf
PLAY,HEROcoin,https://s3-cdn.herocoin.io/HERO_Whitepaper.pdf
UPP,Sentinel Protocol,https://sentinelprotocol.io/whitepaper
SHIP,ShipChain,https://shipchain.io/shipchain-whitepaper.pdf
SKIN,SkinCoin,https://skincoin.org/whitepaper.pdf
SKM,Skrumble Network,https://skrumble.network/wp-content/uploads/2018/10/18-10-30-Whitepaper_ENG.pdf
SCL,Sociall,https://sociall.io/whitepaper.pdf
SOP,SoPay,https://sopay.org/wp-content/uploads/SoPay-whitepaper-en-latest.pdf
SPF,SportyCo,https://sportyco.io/SPORTYFI-Whitepaper.pdf
PAX,Paxos Standard Token,https://standard.paxos.com/whitepaper.pdf
STAR,Starbase,https://starbase.co/whitepaper
SDA,Six Domain Chain,https://static.sdchain.io/files/SDChain_Whitepaper_EN.pdf
STK,STK,https://stktoken.com/STK_whitepaper_en.pdf
SUR,Suretly,https://suretly.com/docs/Suretly_whitepaper_v1.2.pdf
CHSB,SwissBorg,https://swissborg.com/files/swissborg-technical-whitepaper.pdf
SWTH,Switcheo,https://switcheo.network/whitepaper_v1.pdf
TTU,TaTaTu,https://tatatutoken.io/wp-content/uploads/2018/05/white_paper_2018.pdf
MITX,Morpheus Labs,https://token.morpheuslabs.io/assets/documents/WhitePaper.pdf
SNOV,Snovio,https://token.snov.io/docs/WhitePaperEn.pdf
ZINC,ZINC,https://token.zinc.work/whitepaper.pdf
FLP,FLIP,https://tokensale.gameflip.com/static/Gameflip_whitepaper.pdf
PBL,Publica,https://tokensale.publica.com/whitepapers/summary.pdf
ACE,Ace,https://tokenstars.com/upload/files/ace_by_tokenstars_whitepaper.pdf
TEAM,TokenStars,https://tokenstars.com/upload/files/ace_by_tokenstars_whitepaper.pdf
TFL,TrueFlip,https://trueflip.io/TrueFlip_WP.pdf
TTT,TrustNote,https://trustnote.org/TrustNote-WhitePaper.pdf
UT,Ulord,https://ulord.one/whitepaper/web/whitepaper_zh.pdf
ATMI,Atonomi,https://uploads-ssl.webflow.com/5a9f110b6e90d20001b2307d/5aa600a2dc199e000140f98a_Atonomi-Network-White-Paper-v0.9.1.3s%20(1).pdf
LST,Lendroid Support Token,https://uploads-ssl.webflow.com/5b3d0e23faf03c5dc943df64/5b3d0e23faf03c96e243df86_whitepaper-margin-trading-2-18.pdf
VCT,ValueCyberToken,https://valuecyber.org/doc/ValueCyber_WhitePaper.pdf
IPL,InsurePal,https://vouchforme.co/vfm_whitepaper_preview.pdf
WWB,Wowbit,https://wowoonet.com/pdf/wp_wwb_e_v201.pdf
AID,AidCoin,https://www.aidcoin.co/assets/documents/whitepaper.pdf
SOC,All Sports,https://www.allsportschain.com/paper/all_sports_blockchain_open_platform_white_paper.pdf
ABY,ArtByte,https://www.artbyte.me/wp-content/uploads/2018/03/ArtByte_Presentation_2018.pdf
DTB,Databits,https://www.augmentorsgame.com/wp-content/uploads/2017/11/22112017-DatabitsWhitepaper-v2.0-.pdf
AOA,Aurora,https://www.aurorachain.io/Aurora%20Chain%20white%20paper%20EN.pdf
BHPC,BHPCash,https://www.bhpcash.io/bhpc/pdf/BankofHashPowerwhitepaper(En)V3.0.pdf
BOE,Bodhi [ETH],https://www.bodhi.network/file/Bodhi_English_White_Paper.pdf
CV,carVertical,https://www.carvertical.com/files/carvertical-whitepaper.pdf
USDC,USD//Coin,https://www.centre.io/pdfs/centre-whitepaper.pdf
POLL,ClearPoll,https://www.clearpoll.io/downloads/ClearPoll-Whitepaper.pdf
CBT,CommerceBlock,https://www.commerceblock.com/wp-content/uploads/2018/03/commerceblock-whitepaper-ps.pdf
COSS,COSS,https://www.coss.io/documents/coss-whitepaper.pdf
2GIVE,2GIVE,https://www.cryptoground.com/storage/files/1527937665-givecoin.pdf
NTO,Fujinto,https://www.cryptoground.com/storage/files/1528705256-fujint.pdf
WIZ,CrowdWiz,https://www.cryptoground.com/storage/files/1529323775-crowdwiz.pdf
DRPU,DCORP Utility,https://www.dcorp.it/whitepaper
DGTX,Digitex Futures,https://www.digitexfutures.com/whitepaper/Digitex-Whitepaper.v.1.1.pdf
XMY,Myriad,https://www.docdroid.net/8DXF0nP/myriad-white-paper-14.pdf
ELIX,Elixir,https://www.elixirtoken.io/ElixWhitepaper.pdf
ETZ,Ether Zero,https://www.etherzero.org/ETZ%20Whitepaper%20v2.0.pdf
FTI,FansTime,https://www.fanstime.org/FansTime-en.pdf
FTX,FintruX Network,https://www.fintrux.com/home/doc/whitepaper.pdf
GAT,Gatcoin,https://www.gatcoin.io/wp-content/uploads/2018/11/181112v2-Revised-Whitepaper-ENG.pdf
GBX,GoByte,https://www.gobyte.network/docs/GoByte_WhitePaper.pdf
GRMD,GreenMed,https://www.greenmed.io/ico/GreenMed-Whitepaper.pdf
HC,Harvest Masternode Coin,https://www.harvestcoin.org/documents/HMC_WHITEpaper.pdf
HSC,HashCoin,https://www.hashfuture.io/static/images/White_Paper.pdf
XHV,Haven Protocol,https://www.havenprotocol.com/static/media/haven_protocol_whitepaper_v3.0.0.cb09c183.pdf
NUSD,nUSD,https://www.havven.io/uploads/havven_whitepaper.pdf
HQX,HOQU,https://www.hoqu.io/hoqu-whitepaper-en.pdf
HYDRO,Hydrogen,https://www.hydrogenplatform.com/Hydro_Raindrop_White_Paper.pdf
IVY,Ivy,https://www.ivykoin.com/wp-content/uploads/2018/01/2018-ivyKoin-White-Paper-web.pdf
KCASH,Kcash,https://www.kcash.com/doc/KcashWhitePaperEn.pdf
LIFE,LIFE,https://www.lifelabs.io/LIFElabs_whitepaper_2018.pdf
BELA,Bela,https://www.livebela.com/assets/releases/belawhitepaper.pdf
LWF,Local World Forwarders,https://www.lwf.io/docs/lwf_whitepaper_en.pdf
META,Metadium,https://www.metadium.com/whitepaper.html
NBAI,Nebula AI,https://www.nebula-ai.com/whitepaper/NBAI_whitepaper_EN.pdf
OAX,OAX,https://www.oax.org/assets/whitepaper/openANX_White_Paper_ENU.pdf
PAL,PolicyPal Network,https://www.pal.network/whitepaper/PAL_WhitePaper.pdf
PARETO,Pareto Network,https://www.pareto.network/download/Pareto-Technical-White-Paper.pdf
PTT,Proton Token,https://www.proton.global/doc/ProtonNetworkWhitePaper2018.pdf
PMA,PumaPay,https://www.pumapay.io/docs/pumapay_whitepaper.pdf
QNTU,Quanta Utility Token,https://www.quantaplc.im/Quanta.pdf
QAU,Quantum,https://www.quantumproject.org/s/whitepaper.pdf
REBL,REBL,https://www.rebellious.io/external/REBL-Whitepaper-EN.pdf
RVT,Rivetz,https://www.rivetzintl.com/rvt-white-paper-v1.02.pdf
SEER,SEER,https://www.seer.best/download/SEER_en.pdf
SHIFT,Shift,https://www.shiftnrg.org/download/shift-introductory-paper.pdf
TCN,TCOIN,https://www.tcoin.eu/wp-content/uploads/2017/12/WHITEPAPER-V0.2.pdf
ABYSS,The Abyss,https://www.theabyss.com/static/docs/theabyss-whitepaper-en.pdf
TKA,Tokia,https://www.tokia.io/docs/Tokia%20whitepaper.pdf
UBEX,Ubex,https://www.ubex.com/wp/Ubex-Whitepaper-en.pdf
UCT,Ubique Chain Of Things,https://www.ucot.world/wp-content/uploads/2018/11/UCOT-WP-EN2.4.pdf
VRM,VeriumReserve,https://www.vericoin.info/downloads/VeriCoinPoSTWhitePaper10May2015.pdf
VRC,VeriCoin,https://www.vericoin.info/downloads/VeriCoinPoSTWhitePaper10May2015.pdf
